t,y
1.768707482993197308e-03,-4.976573807275981309e+00
1.791383219954648586e-03,-4.604999604835482430e+00
1.814058956916099865e-03,-3.812996056976734494e+00
1.836734693877551143e-03,-2.672871863323830866e+00
1.859410430839002204e-03,-1.288718600329865183e+00
1.882086167800453482e-03,2.130926787464783589e-01
1.904761904761904760e-03,1.695448925656319883e+00
1.927437641723356038e-03,3.023013306513621323e+00
1.950113378684807316e-03,4.074581245522441719e+00
1.972789115646258595e-03,4.754146215386669816e+00
1.995464852607709873e-03,4.999664984843227522e+00
2.018140589569161151e-03,4.788722069768697409e+00
2.040816326530612429e-03,4.140576232229485676e+00
2.063492063492063707e-03,3.114402185275737978e+00
2.086167800453514985e-03,1.803888033113356215e+00
2.108843537414965830e-03,3.286816920150156252e-01
2.131519274376417108e-03,-1.176532779481383573e+00
2.154195011337868386e-03,-2.574331626919734273e+00
2.176870748299319664e-03,-3.737097976275172595e+00
2.199546485260770942e-03,-4.558673057279690966e+00
2.222222222222222220e-03,-4.964048335045274207e+00
2.244897959183673498e-03,-4.916213673349375313e+00
2.267573696145124777e-03,-4.419536302861017951e+00
2.290249433106576055e-03,-3.519362099731691451e+00
2.312925170068027333e-03,-2.297875577199278041e+00
2.335600907029478611e-03,-8.665965665719630451e-01
2.358276643990929889e-03,6.438013709805691098e-01
2.380952380952381167e-03,2.095421238563976551e+00
2.403628117913832445e-03,3.355732386211799145e+00
2.426303854875283290e-03,4.309670354358710931e+00
2.448979591836734568e-03,4.870142081129873901e+00
2.471655328798185846e-03,4.985977364259818856e+00
2.494331065759637124e-03,4.646600621459329616e+00
2.517006802721088402e-03,3.882996424730554175e+00
2.539682539682539680e-03,2.764880656839703299e+00
2.562358276643990958e-03,1.394335558988844426e+00
2.585034013605442237e-03,-1.035102200050391635e-01
2.607709750566893515e-03,-1.591905675920726626e+00
2.630385487528344793e-03,-2.934962604425399135e+00
2.653061224489796071e-03,-4.010061984071700891e+00
2.675736961451247349e-03,-4.719048903408651796e+00
2.698412698412698627e-03,-4.997193952667365657e+00
2.721088435374149905e-03,-4.819102918812881775e+00
2.743764172335600750e-03,-4.201035237939334976e+00
2.766439909297052028e-03,-3.199419533888726797e+00
2.789115646258503306e-03,-1.905701772122661009e+00
2.811791383219954584e-03,-4.379963844348400692e-01
2.834467120181405862e-03,1.069697396088016061e+00
2.857142857142857140e-03,2.479729457908335544e+00
2.879818594104308419e-03,3.663366053438461112e+00
2.902494331065759697e-03,4.512542991196371922e+00
2.925170068027210975e-03,4.949731729439937666e+00
2.947845804988662253e-03,4.935017612182880598e+00
2.970521541950113531e-03,4.469744015585384922e+00
2.993197278911564809e-03,3.596389699787289729e+00
3.015873015873016087e-03,2.394690563771904479e+00
3.038548752834467365e-03,9.743598810461080451e-01
3.061224489795918643e-03,-5.349283526335935068e-01
3.083900226757369488e-03,-1.995378454621113740e+00
3.106575963718820766e-03,-3.273653588198867759e+00
3.129251700680272044e-03,-4.253049209655178409e+00
3.151927437641723322e-03,-4.844148012721050556e+00
3.174603174603174600e-03,-4.992983590409244776e+00
3.197278911564625879e-03,-4.685967484549943940e+00
3.219954648526077157e-03,-3.951129791016267490e+00
3.242630385487528435e-03,-2.855560055300603306e+00
3.265306122448979713e-03,-1.499282100719566913e+00
3.287981859410430991e-03,-6.122007963951039272e-03
3.310657596371882269e-03,1.487597014655213545e+00
3.333333333333333547e-03,2.845500729394492723e+00
3.356009070294784825e-03,3.943614626173679749e+00
3.378684807256236104e-03,4.681682603703897882e+00
3.401360544217686948e-03,4.992320196557351153e+00
3.424036281179138226e-03,4.847166672696497258e+00
3.446712018140589504e-03,4.259474324468533801e+00
3.469387755102040782e-03,3.282898554799711377e+00
3.492063492063492060e-03,2.006599221849866499e+00
3.514739229024943339e-03,5.471004817875638748e-01
3.537414965986394617e-03,-9.623476865427846860e-01
3.560090702947845895e-03,-2.383934998708617137e+00
3.582766439909297173e-03,-3.587872730628202333e+00
3.605442176870748451e-03,-4.464243228448984802e+00
3.628117913832199729e-03,-4.933035220431484902e+00
3.650793650793651007e-03,-4.951448722376038170e+00
3.673469387755102285e-03,-4.517802610019058918e+00
3.696145124716553564e-03,-3.671688103079675525e+00
3.718820861678004408e-03,-2.490354148100214715e+00
3.741496598639455686e-03,-1.081654709039906681e+00
3.764172335600906964e-03,4.257981329115853586e-01
3.786848072562358242e-03,1.894376263535806793e+00
3.809523809523809521e-03,3.190000769665020997e+00
3.832199546485260799e-03,4.194383136692733771e+00
3.854875283446712077e-03,4.815824807104228888e+00
3.877551020408163355e-03,4.997589117028269357e+00
3.900226757369614633e-03,4.723081265943811502e+00
3.922902494331065477e-03,4.017363396314989288e+00
3.945578231292517189e-03,2.944866458725665215e+00
3.968253968253968034e-03,1.603507765689937914e+00
3.990929705215419745e-03,1.157512923820160772e-01
4.013605442176870590e-03,-1.382573094989618223e+00
4.036281179138322302e-03,-2.754670695998727048e+00
4.058956916099773146e-03,-3.875271120689763205e+00
4.081632653061224858e-03,-4.642065282535798865e+00
4.104308390022675702e-03,-4.985046059886399483e+00
4.126984126984127414e-03,-4.872899837956242486e+00
4.149659863945578259e-03,-4.315865393449617393e+00
4.172335600907029970e-03,-3.364799110074636168e+00
4.195011337868480815e-03,-2.106531869325630080e+00
4.217687074829931659e-03,-6.559415252275462294e-01
4.240362811791383371e-03,8.545352661559270091e-01
4.263038548752834216e-03,2.286994308697544831e+00
4.285714285714285927e-03,3.510654306138035530e+00
4.308390022675736772e-03,4.413796992269781505e+00
4.331065759637188484e-03,4.913966835945637435e+00
4.353741496598639328e-03,4.965499103610774512e+00
4.376417233560091040e-03,4.563688978887023850e+00
4.399092970521541884e-03,3.745221105035316356e+00
4.421768707482993596e-03,2.584820333733780728e+00
4.444444444444444441e-03,1.188429461630886141e+00
4.467120181405896152e-03,-3.164631832202383088e-01
4.489795918367346997e-03,-1.792463228638559780e+00
4.512471655328798709e-03,-3.104814152108850589e+00
4.535147392290249553e-03,-4.133700342977205011e+00
4.557823129251700398e-03,-4.785186082490874959e+00
4.580498866213152109e-03,-4.999791729712335986e+00
4.603174603174602954e-03,-4.757924120792090150e+00
4.625850340136054666e-03,-4.081665394540611835e+00
4.648526077097505510e-03,-3.032756927290026105e+00
4.671201814058957222e-03,-1.706962440675952930e+00
4.693877551020408066e-03,-2.253249218858933145e-01
4.716553287981859778e-03,1.276884413960511777e+00
4.739229024943310623e-03,2.662516176646448240e+00
4.761904761904762334e-03,3.805064328176992028e+00
4.784580498866213179e-03,4.600215988491715535e+00
4.807256235827664891e-03,4.975375040165802787e+00
4.829931972789115735e-03,4.896290041709941754e+00
4.852607709750566579e-03,4.370181331231960620e+00
4.875283446712018291e-03,3.445081820728766786e+00
4.897959183673469136e-03,2.205451665471573452e+00
4.920634920634920847e-03,7.644671823893145479e-01
4.943310657596371692e-03,-7.463119727159084338e-01
4.965986394557823404e-03,-2.188953998376652166e+00
4.988662131519274248e-03,-3.431747907715715584e+00
5.011337868480725960e-03,-4.361228537946934658e+00
5.034013605442176804e-03,-4.892535744340502646e+00
5.056689342403628516e-03,-4.977162000258303465e+00
5.079365079365079361e-03,-4.607381059352043451e+00
5.102040816326531072e-03,-3.816953349911438309e+00
5.124716553287981917e-03,-2.678043699949054002e+00
5.147392290249433629e-03,-1.294632799956433544e+00
5.170068027210884473e-03,2.069760734021611204e-01
5.192743764172335318e-03,1.689688351207015993e+00
5.215419501133787029e-03,3.018134694501783510e+00
5.238095238095237874e-03,4.071030005683248021e+00
5.260770975056689586e-03,4.752246570427868022e+00
5.283446712018140430e-03,4.999590369413055235e+00
5.306122448979592142e-03,4.790479296140583543e+00
5.328798185941042986e-03,4.144004868352042514e+00
5.351473922902494698e-03,3.119189201970986591e+00
5.374149659863945543e-03,1.809596383156934607e+00
5.396825396825397254e-03,3.347902118720169073e-01
5.419501133786848099e-03,-1.170581788231210618e+00
5.442176870748299811e-03,-2.569081480578429222e+00
5.464852607709750655e-03,-3.733028005087836831e+00
5.487528344671201500e-03,-4.556154843324305759e+00
5.510204081632653211e-03,-4.963311787363268834e+00
5.532879818594104056e-03,-4.917326037605556976e+00
5.555555555555555768e-03,-4.422396021918298281e+00
5.578231292517006612e-03,-3.523708085660772760e+00
5.600907029478458324e-03,-2.303311048202894007e+00
5.623582766439909168e-03,-8.726252725498020446e-01
5.646258503401360880e-03,6.377298415649667040e-01
5.668934240362811725e-03,2.089861206960778706e+00
5.691609977324263436e-03,3.351191474711623819e+00
5.714285714285714281e-03,4.306563141162040864e+00
5.736961451247165993e-03,4.868752249998387960e+00
5.759637188208616837e-03,4.986431804627363462e+00
5.782312925170068549e-03,4.648857843622841379e+00
5.804988662131519393e-03,3.886850347795768990e+00
5.827664399092970238e-03,2.769979423588269540e+00
5.850340136054421949e-03,1.400213659898340568e+00
5.873015873015872794e-03,-9.738944646113134596e-02
5.895691609977324506e-03,-1.586101046905314504e+00
5.918367346938775350e-03,-2.930004073594710157e+00
5.941043083900227062e-03,-4.006402257625599539e+00
5.963718820861677906e-03,-4.717022108714345130e+00
5.986394557823129618e-03,-4.996985132947407315e+00
6.009070294784580463e-03,-4.820731138984911013e+00
6.031746031746032174e-03,-4.204351844018545670e+00
6.054421768707483019e-03,-3.204121724866985765e+00
6.077097505668934731e-03,-1.911360245232363031e+00
6.099773242630385575e-03,-4.440945298281164799e-01
6.122448979591837287e-03,1.063716329658965565e+00
6.145124716553288131e-03,2.474411532562796445e+00
6.167800453514738976e-03,3.659196787539957807e+00
6.190476190476190688e-03,4.509903032276515233e+00
6.213151927437641532e-03,4.948862101667178770e+00
6.235827664399093244e-03,4.935997711228588436e+00
6.258503401360544088e-03,4.472484359921780950e+00
6.281179138321995800e-03,3.600640100212499473e+00
6.303854875283446645e-03,2.400062965297479423e+00
6.326530612244898356e-03,9.803637917174965466e-01
6.349206349206349201e-03,-5.288410805796890379e-01
6.371882086167800913e-03,-1.989763579713384134e+00
6.394557823129251757e-03,-3.269023739836772968e+00
6.417233560090703469e-03,-4.249827085837331708e+00
6.439909297052154313e-03,-4.842627788371133946e+00
6.462585034013605158e-03,-4.993304059660433225e+00
6.485260770975056870e-03,-4.688099389054974253e+00
6.507936507936507714e-03,-3.954878491189442347e+00
6.530612244897959426e-03,-2.860583300610863411e+00
6.553287981859410270e-03,-1.505121276635142724e+00
6.575963718820861982e-03,-1.224400675003370700e-02
6.598639455782312827e-03,1.481751122024247636e+00
6.621315192743764538e-03,2.840464663879120444e+00
6.643990929705215383e-03,3.939848172770612500e+00
6.666666666666667095e-03,4.679529633786629894e+00
6.689342403628117939e-03,4.991977272951178435e+00
6.712018140589569651e-03,4.848665103796557574e+00
6.734693877551020495e-03,4.262677305831694241e+00
6.757369614512472207e-03,3.287513659178777026e+00
6.780045351473923051e-03,2.012205097349166305e+00
6.802721088435373896e-03,5.531853206396629696e-01
6.825396825396825608e-03,-9.563394207190487606e-01
6.848072562358276452e-03,-2.378551851295215513e+00
6.870748299319728164e-03,-3.583606174662572919e+00
6.893424036281179008e-03,-4.461482793895475751e+00
6.916099773242630720e-03,-4.932032930697730855e+00
6.938775510204081565e-03,-4.952296084965342793e+00
6.961451247165533276e-03,-4.520422262036881911e+00
6.984126984126984121e-03,-3.675840874346304687e+00
7.006802721088435833e-03,-2.495660897018447066e+00
7.029478458049886677e-03,-1.087630937636823614e+00
7.052154195011338389e-03,4.196980450688063691e-01
7.074829931972789233e-03,1.888709245037467843e+00
7.097505668934240078e-03,3.185284210539862215e+00
7.120181405895691790e-03,4.191047651497908255e+00
7.142857142857142634e-03,4.814174920481980813e+00
7.165532879818594346e-03,4.997775461076797043e+00
7.188208616780045190e-03,4.725086827739532147e+00
7.210884353741496902e-03,4.021005071166149136e+00
7.233560090702947747e-03,2.949811767347782165e+00
7.256235827664399458e-03,1.609305209050350127e+00
7.278911564625850303e-03,1.218715728637612961e-01
7.301587301587302015e-03,-1.376688749533769629e+00
7.324263038548752859e-03,-2.749559517212621707e+00
7.346938775510204571e-03,-3.871399751295742320e+00
7.369614512471655415e-03,-4.639787172574951768e+00
7.392290249433107127e-03,-4.984569197276698560e+00
7.414965986394557972e-03,-4.874267759516790477e+00
7.437641723356008816e-03,-4.318953210056499792e+00
7.460317460317460528e-03,-3.369324908844830269e+00
7.482993197278911372e-03,-2.112082451827506535e+00
7.505668934240363084e-03,-6.620101318588891282e-01
7.528344671201813929e-03,8.485026897995472384e-01
7.551020408163265640e-03,2.281548527512283098e+00
7.573696145124716485e-03,3.506292511527785649e+00
7.596371882086168197e-03,4.410917409340019191e+00
7.619047619047619041e-03,4.912832366166430376e+00
7.641723356009070753e-03,4.966213322319335433e+00
7.664399092970521597e-03,4.566186679019317296e+00
7.687074829931973309e-03,3.749274250430208344e+00
7.709750566893424154e-03,2.590058878482212723e+00
7.732426303854875865e-03,1.194375134695153440e+00
7.755102040816326710e-03,-3.103532125998887947e-01
7.777777777777777554e-03,-1.786746791334949735e+00
7.800453514739229266e-03,-3.100013150011177832e+00
7.823129251700680978e-03,-4.130253100155538704e+00
7.845804988662130955e-03,-4.783407326885937394e+00
7.868480725623582667e-03,-4.999843858961262377e+00
7.891156462585034378e-03,-4.759802375575023170e+00
7.913832199546486090e-03,-4.085198293099296940e+00
7.936507936507936067e-03,-3.037621921447348328e+00
7.959183673469387779e-03,-1.712715363985682915e+00
7.981859410430839491e-03,-2.314405413428681224e-01
8.004535147392291203e-03,1.270964444959063133e+00
8.027210884353741180e-03,2.657332342119118618e+00
8.049886621315192892e-03,3.801089904202882508e+00
8.072562358276644603e-03,4.597813833835957098e+00
8.095238095238094581e-03,4.974764467835083082e+00
8.117913832199546292e-03,4.897526796014276762e+00
8.140589569160998004e-03,4.373152498415128875e+00
8.163265306122449716e-03,3.449516137819852002e+00
8.185941043083899693e-03,2.210944286174817641e+00
8.208616780045351405e-03,7.705166389251177916e-01
8.231292517006803117e-03,-7.402579863778903091e-01
8.253968253968254828e-03,-2.183448201830703539e+00
8.276643990929704806e-03,-3.427292971675455657e+00
8.299319727891156517e-03,-4.358231191186406228e+00
8.321995464852608229e-03,-4.891269639985545759e+00
8.344671201814059941e-03,-4.977742731679326127e+00
8.367346938775509918e-03,-4.609755606668056060e+00
8.390022675736961630e-03,-3.820904920623104939e+00
8.412698412698413342e-03,-2.683211521758759766e+00
8.435374149659863319e-03,-1.300545058721592095e+00
8.458049886621315031e-03,2.008591577676482332e-01
8.480725623582766742e-03,1.683925243644857073e+00
8.503401360544218454e-03,3.013251557823673377e+00
8.526077097505668431e-03,4.067472662719403331e+00
8.548752834467120143e-03,4.750339801091952197e+00
8.571428571428571855e-03,4.999508258797876081e+00
8.594104308390023567e-03,4.792229340818374261e+00
8.616780045351473544e-03,4.147427291949017381e+00
8.639455782312925256e-03,3.123971542503173993e+00
8.662131519274376967e-03,1.815302020326321042e+00
8.684807256235828679e-03,3.408982298249128018e-01
8.707482993197278656e-03,-1.164629042091869238e+00
8.730158730158730368e-03,-2.563827482773295863e+00
8.752834467120182080e-03,-3.728952437494899463e+00
8.775510204081632057e-03,-4.553629798964613506e+00
8.798185941043083769e-03,-4.962567798883650738e+00
8.820861678004535480e-03,-4.918431030004088100e+00
8.843537414965987192e-03,-4.425249111097136812e+00
8.866213151927437169e-03,-3.528048788988292106e+00
8.888888888888888881e-03,-2.308743066175207748e+00
8.911564625850340593e-03,-8.786526703228926261e-01
8.934240362811792305e-03,6.316573560905138773e-01
8.956916099773242282e-03,2.084298042321673705e+00
8.979591836734693994e-03,3.346645539239780476e+00
9.002267573696145705e-03,4.303449471738938215e+00
9.024943310657597417e-03,4.867355119829127830e+00
9.047619047619047394e-03,4.986878769536685851e+00
9.070294784580499106e-03,4.651108096405454972e+00
9.092970521541950818e-03,3.890698443851107413e+00
9.115646258503400795e-03,2.775074037694946316e+00
9.138321995464852507e-03,1.406089661663843193e+00
9.160997732426304219e-03,-9.126852691487828684e-02
9.183673469387755930e-03,-1.580294040071039685e+00
9.206349206349205908e-03,-2.925041150219663155e+00
9.229024943310657619e-03,-4.002736524942157814e+00
9.251700680272109331e-03,-4.714988242450023570e+00
9.274376417233561043e-03,-4.996768821948103678e+00
9.297052154195011020e-03,-4.822352132110482970e+00
9.319727891156462732e-03,-4.207662147102394279e+00
9.342403628117914444e-03,-3.208819112354688752e+00
9.365079365079364421e-03,-1.917015852907677731e+00
9.387755102040816133e-03,-4.501920094527872007e-01
9.410430839002267844e-03,1.057733668549131423e+00
9.433106575963719556e-03,2.469089897678996781e+00
9.455782312925169533e-03,3.655022035920672430e+00
9.478458049886621245e-03,4.507256312291199940e+00
9.501133786848072957e-03,4.947985054759197254e+00
9.523809523809524669e-03,4.936970410424851075e+00
9.546485260770974646e-03,4.475217999289286652e+00
9.569160997732426358e-03,3.604885102702760413e+00
9.591836734693878069e-03,2.405431768744991317e+00
9.614512471655329781e-03,9.863662326668769520e-01
9.637188208616779758e-03,-5.227530157084843143e-01
9.659863945578231470e-03,-1.984145721832040188e+00
9.682539682539683182e-03,-3.264388990685655578e+00
9.705215419501133159e-03,-4.246598590849410826e+00
9.727891156462584871e-03,-4.841100304148185707e+00
9.750566893424036582e-03,-4.993617043150788248e+00
9.773242630385488294e-03,-4.690224265349770327e+00
9.795918367346938271e-03,-3.958621262367680860e+00
9.818594104308389983e-03,-2.865602257449540780e+00
9.841269841269841695e-03,-1.510958196133338927e+00
9.863945578231293407e-03,-1.836598718032234068e-02
9.886621315192743384e-03,1.475903008011465234e+00
9.909297052154195096e-03,2.835424340053217307e+00
9.931972789115646807e-03,3.936075812905546645e+00
9.954648526077098519e-03,4.677369648506546795e+00
9.977324263038548496e-03,4.991626865573243421e+00
1.000000000000000021e-02,4.850156265972726644e+00
1.002267573696145192e-02,4.265873896760357553e+00
1.004535147392290190e-02,3.292123835049503455e+00
1.006802721088435361e-02,2.017807956231462807e+00
1.009070294784580532e-02,5.592693301784491533e-01
1.011337868480725703e-02,-9.503297211896768459e-01
1.013605442176870701e-02,-2.373165138052443002e+00
1.015873015873015872e-02,-3.579334246298571998e+00
1.018140589569161043e-02,-4.458715670866244984e+00
1.020408163265306214e-02,-4.931023247058376135e+00
1.022675736961451212e-02,-4.953136023271333066e+00
1.024943310657596383e-02,-4.523035137219268087e+00
1.027210884353741555e-02,-3.679988134939981670e+00
1.029478458049886726e-02,-2.500963904542132354e+00
1.031746031746031723e-02,-1.093605535701102971e+00
1.034013605442176895e-02,4.135973280314744205e-01
1.036281179138322066e-02,1.883039395062178434e+00
1.038548752834467064e-02,3.180562876164537034e+00
1.040816326530612235e-02,4.187705883252810679e+00
1.043083900226757406e-02,4.812517816642151836e+00
1.045351473922902577e-02,4.997954312661152976e+00
1.047619047619047575e-02,4.727085305874912713e+00
1.049886621315192746e-02,4.024640717888124719e+00
1.052154195011337917e-02,2.954752653730670531e+00
1.054421768707483088e-02,1.615100239804983850e+00
1.056689342403628086e-02,1.279916706405765103e-01
1.058956916099773257e-02,-1.370802340201425773e+00
1.061224489795918428e-02,-2.744444216397388558e+00
1.063492063492063600e-02,-3.867522578054667814e+00
1.065759637188208597e-02,-4.637502106831618676e+00
1.068027210884353768e-02,-4.984084862001119554e+00
1.070294784580498940e-02,-4.875628373770926949e+00
1.072562358276643937e-02,-4.322034551862273588e+00
1.074829931972789109e-02,-3.373845656458491771e+00
1.077097505668934280e-02,-2.117629867980229896e+00
1.079365079365079451e-02,-6.680777460312404825e-01
1.081632653061224449e-02,8.424688414020606864e-01
1.083900226757369620e-02,2.276099325921041139e+00
1.086167800453514791e-02,3.501925460424752501e+00
1.088435374149659962e-02,4.408031213740065013e+00
1.090702947845804960e-02,4.911690531266326154e+00
1.092970521541950131e-02,4.966920095880415609e+00
1.095238095238095302e-02,4.568677533707986349e+00
1.097505668934240300e-02,3.753321775063851895e+00
1.099773242630385471e-02,2.595293540318497350e+00
1.102040816326530642e-02,1.200319017200274896e+00
1.104308390022675813e-02,-3.042427767106141157e-01
1.106575963718820811e-02,-1.781027675412304223e+00
1.108843537414965982e-02,-3.095207500498369679e+00
1.111111111111111154e-02,-4.126799665424308650e+00
1.113378684807256325e-02,-4.781621400188933002e+00
1.115646258503401322e-02,-4.999888492645157889e+00
1.117913832199546494e-02,-4.761673494653495986e+00
1.120181405895691665e-02,-4.088725067292855009e+00
1.122448979591836836e-02,-3.042482361723846118e+00
1.124716553287981834e-02,-1.718465719661351976e+00
1.126984126984127005e-02,-2.375558138334820657e-01
1.129251700680272176e-02,1.265042570578714720e+00
1.131519274376417174e-02,2.652144523825937128e+00
1.133786848072562345e-02,3.797109781787483929e+00
1.136054421768707516e-02,4.595404786322400348e+00
1.138321995464852687e-02,4.974146437537362075e+00
1.140589569160997685e-02,4.898756208143209001e+00
1.142857142857142856e-02,4.376117109543775641e+00
1.145124716553288027e-02,3.453945283534988420e+00
1.147392290249433199e-02,2.216433592319090984e+00
1.149659863945578196e-02,7.765649403334038414e-01
1.151927437641723367e-02,-7.342028902747705921e-01
1.154195011337868539e-02,-2.177939131946936779e+00
1.156462585034013710e-02,-3.422832897575376787e+00
1.158730158730158707e-02,-4.355227310740779956e+00
1.160997732426303879e-02,-4.889996202835634520e+00
1.163265306122449050e-02,-4.978316000668446151e+00
1.165532879818594048e-02,-4.612123243223643421e+00
1.167800453514739219e-02,-3.824850763187630065e+00
1.170068027210884390e-02,-2.688375321005557872e+00
1.172335600907029561e-02,-1.306455367761714337e+00
1.174603174603174559e-02,1.947419410131560058e-01
1.176870748299319730e-02,1.678159611609628898e+00
1.179138321995464901e-02,3.008363903799836869e+00
1.181405895691610072e-02,4.063909221964088658e+00
1.183673469387755070e-02,4.748425910237442871e+00
1.185941043083900241e-02,4.999418653120781819e+00
1.188208616780045412e-02,4.793972201178477555e+00
1.190476190476190584e-02,4.150843497889550981e+00
1.192743764172335581e-02,3.128749199702683725e+00
1.195011337868480752e-02,1.821004936067919244e+00
1.197278911564625924e-02,3.470057367169498974e-01
1.199546485260770921e-02,-1.158674549987390945e+00
1.201814058956916093e-02,-2.558569641381009951e+00
1.204081632653061264e-02,-3.724871279606289498e+00
1.206349206349206435e-02,-4.551097927986138991e+00
1.208616780045351433e-02,-4.961816370721773062e+00
1.210884353741496604e-02,-4.919528648888455535e+00
1.213151927437641775e-02,-4.428095566120337168e+00
1.215419501133786946e-02,-3.532384203206664797e+00
1.217687074829931944e-02,-2.314171622972676090e+00
1.219954648526077115e-02,-8.846787508552020896e-01
1.222222222222222286e-02,6.255839236605906795e-01
1.224489795918367457e-02,2.078731752986685777e+00
1.226757369614512455e-02,3.342094586611457085e+00
1.229024943310657626e-02,4.300329350757253088e+00
1.231292517006802797e-02,4.865950692716630499e+00
1.233560090702947795e-02,4.987318258317724684e+00
1.235827664399092966e-02,4.653351376433681352e+00
1.238095238095238138e-02,3.894540707127656987e+00
1.240362811791383309e-02,2.780164491522121306e+00
1.242630385487528306e-02,1.411963555476150489e+00
1.244897959183673478e-02,-8.514747054244557745e-02
1.247165532879818649e-02,-1.574484664123365185e+00
1.249433106575963820e-02,-2.920073841740503440e+00
1.251700680272108818e-02,-3.999064791516939277e+00
1.253968253968253989e-02,-4.712947307664766328e+00
1.256235827664399160e-02,-4.996545019993738457e+00
1.258503401360544158e-02,-4.823965895759489975e+00
1.260770975056689329e-02,-4.210966142228243392e+00
1.263038548752834500e-02,-3.213511689309755948e+00
1.265306122448979671e-02,-1.922668586669715962e+00
1.267573696145124669e-02,-4.562888141676849640e-01
1.269841269841269840e-02,1.051749421727478540e+00
1.272108843537415011e-02,2.463764561234701223e+00
1.274376417233560183e-02,3.650841804839201732e+00
1.276643990929705180e-02,4.504602835208343592e+00
1.278911564625850351e-02,4.947100590030808931e+00
1.281179138321995523e-02,4.937935708313429650e+00
1.283446712018140694e-02,4.477944929589740219e+00
1.285714285714285691e-02,3.609124700894013493e+00
1.287981859410430863e-02,2.410796966065965385e+00
1.290249433106576034e-02,9.923671948957011324e-01
1.292517006802721032e-02,-5.166641671468906738e-01
